Entry(0): Income 11680, State: Puerto Rico, County: Adjuntas Municipio, Total Pop: 18525, Poverty: 64.1
Entry(1526): Income 46914, State: Nevada, County: Churchill County, Total Pop: 24022, Poverty: 13.8
Entry(1527): Income 46915, State: Oklahoma, County: Harper County, Total Pop: 3843, Poverty: 13.2
Entry(1528): Income 46927, State: Virginia, County: Bland County, Total Pop: 6524, Poverty: 8.3
Entry(1529): Income 46943, State: Minnesota, County: Lake of the Woods County, Total Pop: 3841, Poverty: 7.4
Entry(1530): Income 46949, State: Nebraska, County: Antelope County, Total Pop: 6406, Poverty: 11.5
Entry(1531): Income 46964, State: Kansas, County: Brown County, Total Pop: 9736, Poverty: 13.2
Entry(1532): Income 46964, State: Louisiana, County: East Feliciana Parish, Total Pop: 19553, Poverty: 17.9
Entry(1533): Income 46967, State: South Carolina, County: Georgetown County, Total Pop: 61065, Poverty: 18.7
Entry(1534): Income 46978, State: North Carolina, County: Rowan County, Total Pop: 138940, Poverty: 16.8
Entry(1535): Income 46980, State: Texas, County: Titus County, Total Pop: 32664, Poverty: 19.3
Entry(1536): Income 46994, State: Utah, County: Carbon County, Total Pop: 20512, Poverty: 16.2
Entry(1537): Income 47013, State: Texas, County: Erath County, Total Pop: 41016, Poverty: 22.6
Entry(1538): Income 47045, State: Ohio, County: Montgomery County, Total Pop: 531987, Poverty: 17.9
Entry(1539): Income 47045, State: Kansas, County: Greeley County, Total Pop: 1210, Poverty: 11.5
Entry(1540): Income 47108, State: Indiana, County: Fulton County, Total Pop: 20296, Poverty: 13.3
Entry(1541): Income 47110, State: Montana, County: Fergus County, Total Pop: 11327, Poverty: 14.7
Entry(1542): Income 47113, State: South Dakota, County: Lyman County, Total Pop: 3882, Poverty: 21.7
Entry(1543): Income 47117, State: Tennessee, County: Bedford County, Total Pop: 46854, Poverty: 16.9
Entry(1544): Income 47121, State: Kansas, County: Stafford County, Total Pop: 4251, Poverty: 14.5
Entry(1545): Income 47128, State: Louisiana, County: Iberville Parish, Total Pop: 33122, Poverty: 19.3
Entry(1546): Income 47131, State: Minnesota, County: Koochiching County, Total Pop: 12776, Poverty: 17.1
Entry(1547): Income 47132, State: Montana, County: Wibaux County, Total Pop: 1121, Poverty: 10.8
Entry(1548): Income 47132, State: Michigan, County: Berrien County, Total Pop: 154948, Poverty: 17.2
Entry(1549): Income 47132, State: Florida, County: St. Lucie County, Total Pop: 298763, Poverty: 16.6
Entry(1550): Income 47137, State: Virginia, County: Norfolk city, Total Pop: 245752, Poverty: 21.0
Entry(1551): Income 47147, State: Oklahoma, County: Creek County, Total Pop: 70899, Poverty: 15.2
Entry(1552): Income 47148, State: Missouri, County: Lewis County, Total Pop: 10078, Poverty: 15.2
Entry(1553): Income 47167, State: Kansas, County: Cheyenne County, Total Pop: 2677, Poverty: 11.2
Entry(1554): Income 47179, State: Pennsylvania, County: Crawford County, Total Pop: 86847, Poverty: 14.5
Entry(1555): Income 47188, State: Montana, County: Garfield County, Total Pop: 1086, Poverty: 5.1
Entry(1556): Income 47188, State: Pennsylvania, County: Lawrence County, Total Pop: 88231, Poverty: 14.0
Entry(1557): Income 47197, State: Iowa, County: Van Buren County, Total Pop: 7308, Poverty: 14.0
Entry(1558): Income 47206, State: Tennessee, County: Anderson County, Total Pop: 75538, Poverty: 16.3
Entry(1559): Income 47218, State: Nebraska, County: Greeley County, Total Pop: 2436, Poverty: 9.8
Entry(1560): Income 47258, State: California, County: Shasta County, Total Pop: 178919, Poverty: 18.1
Entry(1561): Income 47259, State: Kentucky, County: Trigg County, Total Pop: 14286, Poverty: 15.8
Entry(1562): Income 47264, State: North Carolina, County: Pasquotank County, Total Pop: 39546, Poverty: 18.1
Entry(1563): Income 47272, State: Washington, County: Stevens County, Total Pop: 43858, Poverty: 15.6
Entry(1564): Income 47276, State: Montana, County: Big Horn County, Total Pop: 13290, Poverty: 26.8
Entry(1565): Income 47278, State: Illinois, County: Warren County, Total Pop: 17429, Poverty: 13.8
Entry(1566): Income 47279, State: Louisiana, County: St. Martin Parish, Total Pop: 53609, Poverty: 17.7
Entry(1567): Income 47285, State: Minnesota, County: Pine County, Total Pop: 29057, Poverty: 13.6
Entry(1568): Income 47293, State: Illinois, County: Hamilton County, Total Pop: 8259, Poverty: 13.9
Entry(1569): Income 47321, State: Illinois, County: Schuyler County, Total Pop: 7181, Poverty: 21.5
Entry(1570): Income 47325, State: Iowa, County: Lucas County, Total Pop: 8600, Poverty: 9.9
Entry(1571): Income 47331, State: Wisconsin, County: Crawford County, Total Pop: 16313, Poverty: 13.0
Entry(1572): Income 47340, State: Pennsylvania, County: Mercer County, Total Pop: 113623, Poverty: 13.7
Entry(1573): Income 47341, State: Virginia, County: Richmond County, Total Pop: 8873, Poverty: 17.4
Entry(1574): Income 47343, State: Florida, County: Osceola County, Total Pop: 325168, Poverty: 17.8
Entry(1575): Income 47350, State: Louisiana, County: Beauregard Parish, Total Pop: 36598, Poverty: 17.3
Entry(1576): Income 47361, State: Florida, County: Escambia County, Total Pop: 309924, Poverty: 14.6
Entry(1577): Income 47371, State: Vermont, County: Caledonia County, Total Pop: 30576, Poverty: 12.3
Entry(1578): Income 47380, State: Wyoming, County: Platte County, Total Pop: 8703, Poverty: 10.5
Entry(1579): Income 47390, State: Idaho, County: Bannock County, Total Pop: 84113, Poverty: 17.6
Entry(1580): Income 47398, State: Tennessee, County: Dickson County, Total Pop: 51341, Poverty: 14.5
Entry(1581): Income 47412, State: Alabama, County: Blount County, Total Pop: 57667, Poverty: 15.6
Entry(1582): Income 47419, State: Iowa, County: Emmet County, Total Pop: 9661, Poverty: 13.8
Entry(1583): Income 47427, State: Illinois, County: Clay County, Total Pop: 13393, Poverty: 14.0
Entry(1584): Income 47428, State: Illinois, County: Henderson County, Total Pop: 6927, Poverty: 11.3
Entry(1585): Income 47449, State: New York, County: Montgomery County, Total Pop: 49500, Poverty: 19.6
Entry(1586): Income 47452, State: Arkansas, County: Washington County, Total Pop: 223683, Poverty: 18.0
Entry(1587): Income 47457, State: Tennessee, County: Cannon County, Total Pop: 13839, Poverty: 17.0
Entry(1588): Income 47468, State: Illinois, County: Crawford County, Total Pop: 19214, Poverty: 11.9
Entry(1589): Income 47470, State: Washington, County: Yakima County, Total Pop: 248279, Poverty: 19.0
Entry(1590): Income 47483, State: Washington, County: Asotin County, Total Pop: 22259, Poverty: 13.5
Entry(1591): Income 47500, State: South Carolina, County: Edgefield County, Total Pop: 26620, Poverty: 15.5
Entry(1592): Income 47500, State: South Dakota, County: Clark County, Total Pop: 3642, Poverty: 13.3
Entry(1593): Income 47516, State: Texas, County: Gonzales County, Total Pop: 20558, Poverty: 17.2
Entry(1594): Income 47517, State: Kentucky, County: Greenup County, Total Pop: 36012, Poverty: 16.5
Entry(1595): Income 47518, State: Mississippi, County: Hancock County, Total Pop: 46277, Poverty: 17.2
Entry(1596): Income 47524, State: Iowa, County: Des Moines County, Total Pop: 39876, Poverty: 15.3
Entry(1597): Income 47527, State: Pennsylvania, County: Armstrong County, Total Pop: 66737, Poverty: 13.0
Entry(1598): Income 47529, State: Alabama, County: Morgan County, Total Pop: 119157, Poverty: 16.6
Entry(1599): Income 47535, State: Kansas, County: Seward County, Total Pop: 22948, Poverty: 18.8
Entry(1600): Income 47539, State: Oklahoma, County: Lincoln County, Total Pop: 34759, Poverty: 14.3
Entry(1601): Income 47546, State: Georgia, County: Glynn County, Total Pop: 83467, Poverty: 19.2
Entry(1602): Income 47564, State: Alabama, County: Lee County, Total Pop: 156597, Poverty: 22.0
Entry(1603): Income 47574, State: Kentucky, County: Mercer County, Total Pop: 21378, Poverty: 16.7
Entry(1604): Income 47575, State: South Carolina, County: Spartanburg County, Total Pop: 297732, Poverty: 15.6
Entry(1605): Income 47593, State: Ohio, County: Williams County, Total Pop: 37061, Poverty: 13.5
Entry(1606): Income 47597, State: Iowa, County: Union County, Total Pop: 12497, Poverty: 13.8
Entry(1607): Income 47599, State: Florida, County: Jefferson County, Total Pop: 14085, Poverty: 13.9
Entry(1608): Income 47602, State: Idaho, County: Power County, Total Pop: 7667, Poverty: 11.6
Entry(1609): Income 47633, State: Indiana, County: Pulaski County, Total Pop: 12761, Poverty: 13.2
Entry(1610): Income 47640, State: Mississippi, County: George County, Total Pop: 23545, Poverty: 14.7
Entry(1611): Income 47642, State: Pennsylvania, County: Schuylkill County, Total Pop: 144287, Poverty: 12.5
Entry(1612): Income 47650, State: Louisiana, County: Terrebonne Parish, Total Pop: 113067, Poverty: 20.1
Entry(1613): Income 47653, State: Georgia, County: Madison County, Total Pop: 28600, Poverty: 17.6
Entry(1614): Income 47683, State: Oklahoma, County: Osage County, Total Pop: 47350, Poverty: 15.7
Entry(1615): Income 47710, State: Oregon, County: Lane County, Total Pop: 363471, Poverty: 18.8
Entry(1616): Income 47713, State: South Carolina, County: Aiken County, Total Pop: 165707, Poverty: 16.7
Entry(1617): Income 47754, State: Oklahoma, County: Carter County, Total Pop: 48407, Poverty: 16.4
Entry(1618): Income 47807, State: Illinois, County: Montgomery County, Total Pop: 29173, Poverty: 15.6
Entry(1619): Income 47810, State: New York, County: Schuyler County, Total Pop: 18112, Poverty: 15.3
Entry(1620): Income 47827, State: Wisconsin, County: Florence County, Total Pop: 4354, Poverty: 8.4
Entry(1621): Income 47832, State: Texas, County: Hopkins County, Total Pop: 35929, Poverty: 17.9
Entry(1622): Income 47843, State: Kentucky, County: Washington County, Total Pop: 11999, Poverty: 17.0
Entry(1623): Income 47847, State: Arizona, County: Cochise County, Total Pop: 126516, Poverty: 18.1
Entry(1624): Income 47856, State: Michigan, County: St. Joseph County, Total Pop: 60890, Poverty: 15.7
Entry(1625): Income 47873, State: Illinois, County: Edgar County, Total Pop: 17603, Poverty: 15.4
Entry(1626): Income 47875, State: Texas, County: Fannin County, Total Pop: 33787, Poverty: 14.8
Entry(1627): Income 47878, State: Utah, County: Beaver County, Total Pop: 6414, Poverty: 10.5
Entry(1628): Income 47886, State: Maine, County: Penobscot County, Total Pop: 152284, Poverty: 15.9
Entry(1629): Income 47886, State: Kentucky, County: Bourbon County, Total Pop: 20017, Poverty: 16.6
Entry(1630): Income 47895, State: Iowa, County: Allamakee County, Total Pop: 13940, Poverty: 11.4
Entry(1631): Income 47897, State: Kansas, County: Reno County, Total Pop: 63360, Poverty: 14.0
Entry(1632): Income 47900, State: Montana, County: Madison County, Total Pop: 7902, Poverty: 10.6
Entry(1633): Income 47905, State: Ohio, County: Allen County, Total Pop: 104157, Poverty: 15.0
Entry(1634): Income 47906, State: Kentucky, County: Garrard County, Total Pop: 17226, Poverty: 18.2
Entry(1635): Income 47921, State: New York, County: Delaware County, Total Pop: 45950, Poverty: 16.5
Entry(1636): Income 47955, State: Indiana, County: Rush County, Total Pop: 16765, Poverty: 18.3
Entry(1637): Income 47958, State: Indiana, County: Howard County, Total Pop: 82457, Poverty: 16.5
Entry(1638): Income 47970, State: Texas, County: Gregg County, Total Pop: 123402, Poverty: 17.6
Entry(1639): Income 47975, State: Nebraska, County: Scotts Bluff County, Total Pop: 36509, Poverty: 13.2
Entry(1640): Income 47990, State: Pennsylvania, County: Clinton County, Total Pop: 39321, Poverty: 17.2
Entry(1641): Income 47992, State: Kansas, County: Washington County, Total Pop: 5572, Poverty: 9.7
Entry(1642): Income 48002, State: Washington, County: Clallam County, Total Pop: 73439, Poverty: 17.1
Entry(1643): Income 48016, State: Colorado, County: Archuleta County, Total Pop: 12592, Poverty: 11.6
Entry(1644): Income 48021, State: Idaho, County: Minidoka County, Total Pop: 20448, Poverty: 17.9
Entry(1645): Income 48029, State: Mississippi, County: Greene County, Total Pop: 13801, Poverty: 15.1
Entry(1646): Income 48033, State: New York, County: Fulton County, Total Pop: 53955, Poverty: 16.0
Entry(1647): Income 48038, State: Texas, County: Wood County, Total Pop: 43315, Poverty: 13.3
Entry(1648): Income 48059, State: Kansas, County: Harper County, Total Pop: 5746, Poverty: 16.8
Entry(1649): Income 48072, State: Nebraska, County: Knox County, Total Pop: 8496, Poverty: 12.3
Entry(1650): Income 48073, State: Ohio, County: Hocking County, Total Pop: 28547, Poverty: 14.2
Entry(1651): Income 48121, State: Indiana, County: St. Joseph County, Total Pop: 268613, Poverty: 17.1
Entry(1652): Income 48125, State: Nebraska, County: Garden County, Total Pop: 1913, Poverty: 11.7
Entry(1653): Income 48131, State: Washington, County: Adams County, Total Pop: 19261, Poverty: 23.1
Entry(1654): Income 48151, State: Nebraska, County: Thayer County, Total Pop: 5133, Poverty: 10.9
Entry(1655): Income 48158, State: West Virginia, County: Marion County, Total Pop: 56575, Poverty: 16.1
Entry(1656): Income 48160, State: Kansas, County: Hamilton County, Total Pop: 2621, Poverty: 9.3
Entry(1657): Income 48162, State: North Carolina, County: Onslow County, Total Pop: 192685, Poverty: 14.1
Entry(1658): Income 48162, State: Idaho, County: Cassia County, Total Pop: 23472, Poverty: 14.7
Entry(1659): Income 48172, State: Iowa, County: Franklin County, Total Pop: 10326, Poverty: 15.6
Entry(1660): Income 48173, State: Arizona, County: Graham County, Total Pop: 37700, Poverty: 21.4
Entry(1661): Income 48174, State: Maryland, County: Garrett County, Total Pop: 29516, Poverty: 11.4
Entry(1662): Income 48192, State: Pennsylvania, County: Erie County, Total Pop: 277794, Poverty: 16.8
Entry(1663): Income 48192, State: Michigan, County: Branch County, Total Pop: 43543, Poverty: 15.9
Entry(1664): Income 48210, State: California, County: Madera County, Total Pop: 154440, Poverty: 22.1
Entry(1665): Income 48214, State: Missouri, County: Worth County, Total Pop: 2053, Poverty: 15.0
Entry(1666): Income 48219, State: Louisiana, County: Calcasieu Parish, Total Pop: 198753, Poverty: 16.8
Entry(1667): Income 48226, State: Kansas, County: Kiowa County, Total Pop: 2524, Poverty: 8.7
Entry(1668): Income 48234, State: Wisconsin, County: Richland County, Total Pop: 17626, Poverty: 13.6
Entry(1669): Income 48259, State: Arizona, County: Yavapai County, Total Pop: 220972, Poverty: 14.7
Entry(1670): Income 48266, State: Iowa, County: Lee County, Total Pop: 34785, Poverty: 16.3
Entry(1671): Income 48289, State: Florida, County: Pasco County, Total Pop: 498136, Poverty: 13.6
Entry(1672): Income 48290, State: Indiana, County: Adams County, Total Pop: 35018, Poverty: 18.9
Entry(1673): Income 48299, State: Minnesota, County: Big Stone County, Total Pop: 5039, Poverty: 11.7
Entry(1674): Income 48308, State: Texas, County: Rains County, Total Pop: 11246, Poverty: 13.1
Entry(1675): Income 48314, State: Texas, County: Gray County, Total Pop: 22962, Poverty: 14.9
Entry(1676): Income 48315, State: West Virginia, County: Harrison County, Total Pop: 68438, Poverty: 15.0
Entry(1677): Income 48315, State: Indiana, County: Owen County, Total Pop: 20957, Poverty: 15.6
Entry(1678): Income 48330, State: New York, County: St. Lawrence County, Total Pop: 110817, Poverty: 19.4
Entry(1679): Income 48333, State: Kansas, County: Rice County, Total Pop: 9868, Poverty: 16.4
Entry(1680): Income 48340, State: Georgia, County: Putnam County, Total Pop: 21430, Poverty: 16.2
Entry(1681): Income 48344, State: North Carolina, County: Franklin County, Total Pop: 63866, Poverty: 16.4
Entry(1682): Income 48344, State: Texas, County: Liberty County, Total Pop: 79884, Poverty: 16.2
Entry(1683): Income 48352, State: Kansas, County: Rooks County, Total Pop: 5148, Poverty: 11.3
Entry(1684): Income 48355, State: Indiana, County: Daviess County, Total Pop: 32777, Poverty: 13.0
Entry(1685): Income 48362, State: Indiana, County: Jennings County, Total Pop: 27840, Poverty: 13.9
Entry(1686): Income 48369, State: North Carolina, County: Forsyth County, Total Pop: 368362, Poverty: 18.7
Entry(1687): Income 48371, State: Kentucky, County: Daviess County, Total Pop: 99258, Poverty: 15.8
Entry(1688): Income 48380, State: Pennsylvania, County: Lackawanna County, Total Pop: 211960, Poverty: 15.4
Entry(1689): Income 48395, State: Pennsylvania, County: Columbia County, Total Pop: 66615, Poverty: 15.9
Entry(1690): Income 48396, State: Virginia, County: Floyd County, Total Pop: 15594, Poverty: 12.0
Entry(1691): Income 48399, State: Iowa, County: Keokuk County, Total Pop: 10223, Poverty: 11.2
Entry(1692): Income 48403, State: Wyoming, County: Hot Springs County, Total Pop: 4741, Poverty: 12.5
Entry(1693): Income 48409, State: South Dakota, County: Tripp County, Total Pop: 5480, Poverty: 19.7
Entry(1694): Income 48412, State: North Carolina, County: Polk County, Total Pop: 20434, Poverty: 10.9
Entry(1695): Income 48412, State: Wisconsin, County: Waushara County, Total Pop: 24170, Poverty: 11.1
Entry(1696): Income 48412, State: Iowa, County: Fayette County, Total Pop: 20139, Poverty: 12.8
Entry(1697): Income 48412, State: Kansas, County: Ness County, Total Pop: 3001, Poverty: 8.9
Entry(1698): Income 48415, State: Tennessee, County: Shelby County, Total Pop: 937847, Poverty: 20.8
Entry(1699): Income 48422, State: Wyoming, County: Goshen County, Total Pop: 13479, Poverty: 13.2
Entry(1700): Income 48427, State: Kansas, County: Russell County, Total Pop: 6987, Poverty: 13.8
Entry(1701): Income 48428, State: Kansas, County: Riley County, Total Pop: 75696, Poverty: 22.0
Entry(1702): Income 48447, State: Idaho, County: Payette County, Total Pop: 22839, Poverty: 15.5
Entry(1703): Income 48454, State: Illinois, County: Adams County, Total Pop: 66787, Poverty: 13.1
Entry(1704): Income 48462, State: Texas, County: Edwards County, Total Pop: 2111, Poverty: 7.0
Entry(1705): Income 48464, State: Oregon, County: Jefferson County, Total Pop: 22707, Poverty: 20.9
Entry(1706): Income 48464, State: North Carolina, County: Buncombe County, Total Pop: 252268, Poverty: 13.2
Entry(1707): Income 48491, State: Michigan, County: Marquette County, Total Pop: 67145, Poverty: 16.4
Entry(1708): Income 48510, State: Oregon, County: Wasco County, Total Pop: 25687, Poverty: 13.7
Entry(1709): Income 48520, State: Oklahoma, County: Custer County, Total Pop: 29169, Poverty: 15.8
Entry(1710): Income 48542, State: Illinois, County: Scott County, Total Pop: 5109, Poverty: 14.9
Entry(1711): Income 48550, State: Kansas, County: Ellsworth County, Total Pop: 6331, Poverty: 11.4
Entry(1712): Income 48567, State: New York, County: Chenango County, Total Pop: 48763, Poverty: 14.5
Entry(1713): Income 48599, State: Illinois, County: Fulton County, Total Pop: 35733, Poverty: 15.5
Entry(1714): Income 48600, State: Illinois, County: Williamson County, Total Pop: 67477, Poverty: 15.2
Entry(1715): Income 48601, State: Texas, County: Jones County, Total Pop: 19969, Poverty: 15.9
Entry(1716): Income 48607, State: Iowa, County: Floyd County, Total Pop: 15904, Poverty: 15.6
Entry(1717): Income 48644, State: Texas, County: Harrison County, Total Pop: 66606, Poverty: 17.9
Entry(1718): Income 48649, State: North Carolina, County: Catawba County, Total Pop: 156182, Poverty: 14.2
Entry(1719): Income 48652, State: Missouri, County: Buchanan County, Total Pop: 89425, Poverty: 17.3
Entry(1720): Income 48656, State: Louisiana, County: Assumption Parish, Total Pop: 22881, Poverty: 15.7
Entry(1721): Income 48665, State: South Dakota, County: Davison County, Total Pop: 19753, Poverty: 12.6
Entry(1722): Income 48676, State: Arizona, County: Pima County, Total Pop: 1007257, Poverty: 18.3
Entry(1723): Income 48677, State: Texas, County: Bosque County, Total Pop: 17955, Poverty: 15.6
Entry(1724): Income 48688, State: Oregon, County: Jackson County, Total Pop: 212070, Poverty: 16.7
Entry(1725): Income 48693, State: Kansas, County: Lincoln County, Total Pop: 3121, Poverty: 8.4
Entry(1726): Income 48698, State: Texas, County: Kerr County, Total Pop: 50761, Poverty: 13.8
Entry(1727): Income 48703, State: Pennsylvania, County: Bedford County, Total Pop: 48891, Poverty: 13.6
Entry(1728): Income 48704, State: Nebraska, County: Sherman County, Total Pop: 3048, Poverty: 10.7
Entry(1729): Income 48727, State: Virginia, County: Portsmouth city, Total Pop: 95536, Poverty: 17.7
Entry(1730): Income 48730, State: California, County: Fresno County, Total Pop: 971616, Poverty: 25.4
Entry(1731): Income 48750, State: Iowa, County: Audubon County, Total Pop: 5711, Poverty: 11.1
Entry(1732): Income 48750, State: Nebraska, County: Boyd County, Total Pop: 2049, Poverty: 9.8
Entry(1733): Income 48767, State: Texas, County: Floyd County, Total Pop: 5953, Poverty: 18.2
Entry(1734): Income 48796, State: Texas, County: Upshur County, Total Pop: 40506, Poverty: 13.8
Entry(1735): Income 48817, State: Wisconsin, County: Juneau County, Total Pop: 26427, Poverty: 14.3
Entry(1736): Income 48823, State: Virginia, County: Campbell County, Total Pop: 55158, Poverty: 11.7
Entry(1737): Income 48835, State: West Virginia, County: Brooke County, Total Pop: 23067, Poverty: 13.0
Entry(1738): Income 48836, State: Nebraska, County: Custer County, Total Pop: 10836, Poverty: 11.9
Entry(1739): Income 48847, State: Iowa, County: Humboldt County, Total Pop: 9586, Poverty: 13.0
Entry(1740): Income 48850, State: Arkansas, County: Pulaski County, Total Pop: 392848, Poverty: 17.3
Entry(1741): Income 48857, State: Illinois, County: Iroquois County, Total Pop: 28457, Poverty: 15.5
Entry(1742): Income 48862, State: South Dakota, County: Fall River County, Total Pop: 6783, Poverty: 15.0
Entry(1743): Income 48864, State: Nebraska, County: Keya Paha County, Total Pop: 720, Poverty: 7.7
Entry(1744): Income 48889, State: Minnesota, County: Traverse County, Total Pop: 3357, Poverty: 10.9
Entry(1745): Income 48909, State: Minnesota, County: Pipestone County, Total Pop: 9229, Poverty: 11.8
Entry(1746): Income 48935, State: Iowa, County: Wright County, Total Pop: 12864, Poverty: 12.6
Entry(1747): Income 48968, State: Florida, County: Pinellas County, Total Pop: 949842, Poverty: 13.7
Entry(1748): Income 48978, State: Iowa, County: Clay County, Total Pop: 16387, Poverty: 11.8
Entry(1749): Income 48995, State: South Dakota, County: Beadle County, Total Pop: 18163, Poverty: 23.7
Entry(1750): Income 49009, State: Florida, County: Indian River County, Total Pop: 147981, Poverty: 12.7
Entry(1751): Income 49052, State: Illinois, County: Macon County, Total Pop: 107587, Poverty: 16.6
Entry(1752): Income 49052, State: Indiana, County: Wabash County, Total Pop: 31848, Poverty: 13.3
Entry(1753): Income 49052, State: Wisconsin, County: Marquette County, Total Pop: 15164, Poverty: 11.8
Entry(1754): Income 49063, State: Montana, County: Granite County, Total Pop: 3206, Poverty: 9.9
Entry(1755): Income 49064, State: New York, County: Broome County, Total Pop: 196124, Poverty: 17.1
Entry(1756): Income 49077, State: New York, County: Herkimer County, Total Pop: 62943, Poverty: 14.9
Entry(1757): Income 49078, State: Texas, County: Lubbock County, Total Pop: 298042, Poverty: 18.8
Entry(1758): Income 49080, State: Indiana, County: Jackson County, Total Pop: 43779, Poverty: 15.6
Entry(1759): Income 49109, State: Michigan, County: Ingham County, Total Pop: 286185, Poverty: 20.9
Entry(1760): Income 49118, State: Idaho, County: Twin Falls County, Total Pop: 82248, Poverty: 14.4
Entry(1761): Income 49119, State: Michigan, County: Van Buren County, Total Pop: 75190, Poverty: 15.8
Entry(1762): Income 49126, State: Kentucky, County: Marshall County, Total Pop: 31177, Poverty: 10.8
Entry(1763): Income 49131, State: Wisconsin, County: Clark County, Total Pop: 34513, Poverty: 13.2
Entry(1764): Income 49135, State: Kentucky, County: Hancock County, Total Pop: 8700, Poverty: 15.7
Entry(1765): Income 49153, State: Ohio, County: Seneca County, Total Pop: 55549, Poverty: 15.2
Entry(1766): Income 49161, State: Texas, County: Taylor County, Total Pop: 135371, Poverty: 16.1
Entry(1767): Income 49183, State: Indiana, County: Benton County, Total Pop: 8685, Poverty: 14.9
Entry(1768): Income 49184, State: Washington, County: Pend Oreille County, Total Pop: 13066, Poverty: 16.6
Entry(1769): Income 49184, State: Texas, County: Hockley County, Total Pop: 23273, Poverty: 14.9
Entry(1770): Income 49188, State: Ohio, County: Brown County, Total Pop: 43799, Poverty: 17.8
Entry(1771): Income 49213, State: Minnesota, County: Todd County, Total Pop: 24423, Poverty: 13.0
Entry(1772): Income 49223, State: New York, County: Orleans County, Total Pop: 41584, Poverty: 15.9
Entry(1773): Income 49243, State: Indiana, County: Scott County, Total Pop: 23722, Poverty: 13.7
Entry(1774): Income 49253, State: North Carolina, County: Guilford County, Total Pop: 517197, Poverty: 16.7
Entry(1775): Income 49257, State: Wisconsin, County: Barron County, Total Pop: 45358, Poverty: 11.5
Entry(1776): Income 49266, State: Louisiana, County: Vermilion Parish, Total Pop: 59841, Poverty: 17.9
Entry(1777): Income 49270, State: Texas, County: Rusk County, Total Pop: 53026, Poverty: 15.8
Entry(1778): Income 49272, State: North Carolina, County: Lee County, Total Pop: 59805, Poverty: 17.5
Entry(1779): Income 49275, State: South Dakota, County: Lawrence County, Total Pop: 25018, Poverty: 12.4
Entry(1780): Income 49290, State: Pennsylvania, County: Luzerne County, Total Pop: 318222, Poverty: 15.2
Entry(1781): Income 49319, State: Texas, County: Hunt County, Total Pop: 90322, Poverty: 18.8
Entry(1782): Income 49321, State: Alabama, County: Jefferson County, Total Pop: 659460, Poverty: 17.6
Entry(1783): Income 49330, State: Virginia, County: Winchester city, Total Pop: 27516, Poverty: 12.5
Entry(1784): Income 49341, State: Nevada, County: Carson City, Total Pop: 54219, Poverty: 14.7
Entry(1785): Income 49353, State: Illinois, County: Morgan County, Total Pop: 34442, Poverty: 14.9
Entry(1786): Income 49357, State: North Carolina, County: Pender County, Total Pop: 57630, Poverty: 15.8
Entry(1787): Income 49372, State: Indiana, County: Martin County, Total Pop: 10219, Poverty: 13.3
Entry(1788): Income 49390, State: Texas, County: Reeves County, Total Pop: 14791, Poverty: 13.2
Entry(1789): Income 49391, State: North Carolina, County: Craven County, Total Pop: 103374, Poverty: 15.4
Entry(1790): Income 49409, State: Oklahoma, County: Love County, Total Pop: 9843, Poverty: 12.2
Entry(1791): Income 49412, State: Montana, County: Missoula County, Total Pop: 114231, Poverty: 15.9
Entry(1792): Income 49453, State: Nebraska, County: Franklin County, Total Pop: 3019, Poverty: 13.3
Entry(1793): Income 49460, State: Washington, County: Lincoln County, Total Pop: 10344, Poverty: 13.7
Entry(1794): Income 49460, State: Ohio, County: Tuscarawas County, Total Pop: 92531, Poverty: 13.8
Entry(1795): Income 49469, State: Oklahoma, County: Texas County, Total Pop: 21409, Poverty: 16.8
Entry(1796): Income 49477, State: Iowa, County: Adair County, Total Pop: 7192, Poverty: 9.5
Entry(1797): Income 49508, State: Washington, County: Wahkiakum County, Total Pop: 4105, Poverty: 13.9
Entry(1798): Income 49508, State: Kentucky, County: Warren County, Total Pop: 123824, Poverty: 18.0
Entry(1799): Income 49515, State: Oregon, County: Linn County, Total Pop: 121074, Poverty: 16.1
Entry(1800): Income 49538, State: Maine, County: Androscoggin County, Total Pop: 107317, Poverty: 14.3
Entry(1801): Income 49554, State: Missouri, County: Cape Girardeau County, Total Pop: 78013, Poverty: 17.7
Entry(1802): Income 49556, State: Minnesota, County: Swift County, Total Pop: 9448, Poverty: 12.2
Entry(1803): Income 49562, State: Kansas, County: Ellis County, Total Pop: 28877, Poverty: 16.7
Entry(1804): Income 49564, State: Nebraska, County: Johnson County, Total Pop: 5200, Poverty: 10.1
Entry(1805): Income 49569, State: Oklahoma, County: Comanche County, Total Pop: 123066, Poverty: 16.7
Entry(1806): Income 49583, State: South Dakota, County: Hutchinson County, Total Pop: 7277, Poverty: 13.0
Entry(1807): Income 49583, State: Colorado, County: Sedgwick County, Total Pop: 2357, Poverty: 17.0
Entry(1808): Income 49586, State: Illinois, County: Champaign County, Total Pop: 207946, Poverty: 21.4
Entry(1809): Income 49624, State: West Virginia, County: Monongalia County, Total Pop: 103715, Poverty: 21.3
Entry(1810): Income 49625, State: Oklahoma, County: Beckham County, Total Pop: 22971, Poverty: 12.6
Entry(1811): Income 49632, State: Illinois, County: Edwards County, Total Pop: 6570, Poverty: 11.5
Entry(1812): Income 49635, State: Louisiana, County: Plaquemines Parish, Total Pop: 23394, Poverty: 19.3
Entry(1813): Income 49648, State: Indiana, County: Greene County, Total Pop: 32431, Poverty: 12.9
