Entry(0): State: Alabama, Total Pop: 55036, County: Autauga County, Income: 55317, Poverty: 13.7
Entry(1693): State: Nebraska, Total Pop: 3058, County: Brown County, Income: 42773, Poverty: 16.0
Entry(1694): State: Nebraska, Total Pop: 8561, County: Cedar County, Income: 57208, Poverty: 9.7
Entry(1695): State: Nebraska, Total Pop: 10616, County: Colfax County, Income: 54876, Poverty: 8.2
Entry(1696): State: Nebraska, Total Pop: 23925, County: Dawson County, Income: 51238, Poverty: 13.7
Entry(1697): State: Nebraska, Total Pop: 2017, County: Dundy County, Income: 44653, Poverty: 10.5
Entry(1698): State: Nebraska, Total Pop: 21632, County: Gage County, Income: 52223, Poverty: 9.1
Entry(1699): State: Nebraska, Total Pop: 2436, County: Greeley County, Income: 47218, Poverty: 9.8
Entry(1700): State: Nebraska, Total Pop: 2860, County: Hitchcock County, Income: 41582, Poverty: 14.2
Entry(1701): State: Nebraska, Total Pop: 5200, County: Johnson County, Income: 49564, Poverty: 10.1
Entry(1702): State: Nebraska, Total Pop: 8496, County: Knox County, Income: 48072, Poverty: 12.3
Entry(1703): State: Nebraska, Total Pop: 432, County: McPherson County, Income: 60714, Poverty: 16.0
Entry(1704): State: Nebraska, Total Pop: 7041, County: Nemaha County, Income: 55536, Poverty: 11.5
Entry(1705): State: Nebraska, Total Pop: 9163, County: Phelps County, Income: 56408, Poverty: 7.1
Entry(1706): State: Nebraska, Total Pop: 8045, County: Richardson County, Income: 46839, Poverty: 16.3
Entry(1707): State: Nebraska, Total Pop: 36509, County: Scotts Bluff County, Income: 47975, Poverty: 13.2
Entry(1708): State: Nebraska, Total Pop: 6020, County: Stanton County, Income: 57534, Poverty: 9.5
Entry(1709): State: Nebraska, Total Pop: 20414, County: Washington County, Income: 66485, Poverty: 9.8
Entry(1710): State: Nebraska, Total Pop: 502, County: Blaine County, Income: 52000, Poverty: 9.8
Entry(1711): State: Nebraska, Total Pop: 48834, County: Buffalo County, Income: 55053, Poverty: 14.4
Entry(1712): State: Nebraska, Total Pop: 3803, County: Chase County, Income: 54568, Poverty: 8.0
Entry(1713): State: Nebraska, Total Pop: 9039, County: Cuming County, Income: 50734, Poverty: 8.0
Entry(1714): State: Nebraska, Total Pop: 1901, County: Deuel County, Income: 53438, Poverty: 11.1
Entry(1715): State: Nebraska, Total Pop: 5603, County: Fillmore County, Income: 56750, Poverty: 9.9
Entry(1716): State: Nebraska, Total Pop: 1913, County: Garden County, Income: 48125, Poverty: 11.7
Entry(1717): State: Nebraska, Total Pop: 61233, County: Hall County, Income: 53807, Poverty: 13.5
Entry(1718): State: Nebraska, Total Pop: 10293, County: Holt County, Income: 52050, Poverty: 8.9
Entry(1719): State: Nebraska, Total Pop: 6547, County: Kearney County, Income: 53207, Poverty: 9.4
Entry(1720): State: Nebraska, Total Pop: 306357, County: Lancaster County, Income: 55747, Poverty: 14.0
Entry(1721): State: Nebraska, Total Pop: 35062, County: Madison County, Income: 49865, Poverty: 16.0
Entry(1722): State: Nebraska, Total Pop: 4318, County: Nuckolls County, Income: 42055, Poverty: 10.8
Entry(1723): State: Nebraska, Total Pop: 7175, County: Pierce County, Income: 55417, Poverty: 6.8
Entry(1724): State: Nebraska, Total Pop: 1381, County: Rock County, Income: 52361, Poverty: 9.7
Entry(1725): State: Nebraska, Total Pop: 17045, County: Seward County, Income: 63095, Poverty: 9.2
Entry(1726): State: Nebraska, Total Pop: 5133, County: Thayer County, Income: 48151, Poverty: 10.9
Entry(1727): State: Nebraska, Total Pop: 9409, County: Wayne County, Income: 58093, Poverty: 13.5
Entry(1728): State: Nebraska, Total Pop: 31564, County: Adams County, Income: 51721, Poverty: 12.4
Entry(1729): State: Nebraska, Total Pop: 5357, County: Boone County, Income: 53854, Poverty: 7.3
Entry(1730): State: Nebraska, Total Pop: 6546, County: Burt County, Income: 50174, Poverty: 12.3
Entry(1731): State: Nebraska, Total Pop: 5792, County: Cherry County, Income: 53226, Poverty: 9.0
Entry(1732): State: Nebraska, Total Pop: 10836, County: Custer County, Income: 48836, Poverty: 11.9
Entry(1733): State: Nebraska, Total Pop: 5765, County: Dixon County, Income: 57036, Poverty: 10.3
Entry(1734): State: Nebraska, Total Pop: 3019, County: Franklin County, Income: 49453, Poverty: 13.3
Entry(1735): State: Nebraska, Total Pop: 1958, County: Garfield County, Income: 46509, Poverty: 7.2
Entry(1736): State: Nebraska, Total Pop: 9149, County: Hamilton County, Income: 61944, Poverty: 7.2
Entry(1737): State: Nebraska, Total Pop: 684, County: Hooker County, Income: 41607, Poverty: 17.4
Entry(1738): State: Nebraska, Total Pop: 8129, County: Keith County, Income: 45078, Poverty: 13.1
Entry(1739): State: Nebraska, Total Pop: 35569, County: Lincoln County, Income: 55875, Poverty: 12.6
Entry(1740): State: Nebraska, Total Pop: 7829, County: Merrick County, Income: 53536, Poverty: 10.0
Entry(1741): State: Nebraska, Total Pop: 15875, County: Otoe County, Income: 54605, Poverty: 10.0
Entry(1742): State: Nebraska, Total Pop: 32875, County: Platte County, Income: 58679, Poverty: 8.6
Entry(1743): State: Nebraska, Total Pop: 14325, County: Saline County, Income: 50932, Poverty: 11.6
Entry(1744): State: Nebraska, Total Pop: 5241, County: Sheridan County, Income: 41209, Poverty: 15.8
Entry(1745): State: Nebraska, Total Pop: 643, County: Thomas County, Income: 53173, Poverty: 12.4
Entry(1746): State: Nebraska, Total Pop: 3597, County: Webster County, Income: 43831, Poverty: 11.3
Entry(1747): State: Nevada, Total Pop: 52377, County: Elko County, Income: 76178, Poverty: 11.5
Entry(1748): State: Nevada, Total Pop: 5203, County: Lincoln County, Income: 52971, Poverty: 12.1
Entry(1749): State: Nevada, Total Pop: 3891, County: Storey County, Income: 63607, Poverty: 7.7
Entry(1750): State: Nevada, Total Pop: 1102, County: Esmeralda County, Income: 39405, Poverty: 6.8
Entry(1751): State: Nevada, Total Pop: 52303, County: Lyon County, Income: 50920, Poverty: 13.7
Entry(1752): State: Nevada, Total Pop: 445551, County: Washoe County, Income: 58595, Poverty: 13.3
Entry(1753): State: Nevada, Total Pop: 24022, County: Churchill County, Income: 46914, Poverty: 13.8
Entry(1754): State: Nevada, Total Pop: 1728, County: Eureka County, Income: 67159, Poverty: 10.0
Entry(1755): State: Nevada, Total Pop: 4471, County: Mineral County, Income: 39375, Poverty: 20.3
Entry(1756): State: Nevada, Total Pop: 9858, County: White Pine County, Income: 60358, Poverty: 13.0
Entry(1757): State: Nevada, Total Pop: 2112436, County: Clark County, Income: 54882, Poverty: 14.6
Entry(1758): State: Nevada, Total Pop: 17088, County: Humboldt County, Income: 69324, Poverty: 9.1
Entry(1759): State: Nevada, Total Pop: 43296, County: Nye County, Income: 44225, Poverty: 17.3
Entry(1760): State: Nevada, Total Pop: 54219, County: Carson City, Income: 49341, Poverty: 14.7
Entry(1761): State: Nevada, Total Pop: 47632, County: Douglas County, Income: 61176, Poverty: 9.8
Entry(1762): State: Nevada, Total Pop: 5887, County: Lander County, Income: 79865, Poverty: 13.2
Entry(1763): State: Nevada, Total Pop: 6661, County: Pershing County, Income: 52308, Poverty: 15.0
Entry(1764): State: New Hampshire, Total Pop: 47524, County: Carroll County, Income: 58139, Poverty: 9.2
Entry(1765): State: New Hampshire, Total Pop: 147958, County: Merrimack County, Income: 69856, Poverty: 7.7
Entry(1766): State: New Hampshire, Total Pop: 76109, County: Cheshire County, Income: 60148, Poverty: 10.2
Entry(1767): State: New Hampshire, Total Pop: 302479, County: Rockingham County, Income: 85619, Poverty: 4.8
Entry(1768): State: New Hampshire, Total Pop: 32119, County: Coos County, Income: 45386, Poverty: 13.3
Entry(1769): State: New Hampshire, Total Pop: 126552, County: Strafford County, Income: 67805, Poverty: 9.5
Entry(1770): State: New Hampshire, Total Pop: 89280, County: Grafton County, Income: 61036, Poverty: 10.9
Entry(1771): State: New Hampshire, Total Pop: 43073, County: Sullivan County, Income: 59419, Poverty: 9.4
Entry(1772): State: New Hampshire, Total Pop: 60383, County: Belknap County, Income: 65834, Poverty: 9.1
Entry(1773): State: New Hampshire, Total Pop: 406371, County: Hillsborough County, Income: 75777, Poverty: 8.6
Entry(1774): State: New Jersey, Total Pop: 937920, County: Bergen County, Income: 91572, Poverty: 7.2
Entry(1775): State: New Jersey, Total Pop: 800401, County: Essex County, Income: 57365, Poverty: 16.7
Entry(1776): State: New Jersey, Total Pop: 837288, County: Middlesex County, Income: 83133, Poverty: 8.6
Entry(1777): State: New Jersey, Total Pop: 63776, County: Salem County, Income: 63934, Poverty: 14.2
Entry(1778): State: New Jersey, Total Pop: 449192, County: Burlington County, Income: 82839, Poverty: 6.4
Entry(1779): State: New Jersey, Total Pop: 291372, County: Gloucester County, Income: 81489, Poverty: 7.9
Entry(1780): State: New Jersey, Total Pop: 627551, County: Monmouth County, Income: 91807, Poverty: 7.6
Entry(1781): State: New Jersey, Total Pop: 333316, County: Somerset County, Income: 106046, Poverty: 4.8
Entry(1782): State: New Jersey, Total Pop: 510996, County: Camden County, Income: 65037, Poverty: 13.1
Entry(1783): State: New Jersey, Total Pop: 679756, County: Hudson County, Income: 62681, Poverty: 17.1
Entry(1784): State: New Jersey, Total Pop: 498847, County: Morris County, Income: 107034, Poverty: 4.6
Entry(1785): State: New Jersey, Total Pop: 143570, County: Sussex County, Income: 89238, Poverty: 5.3
Entry(1786): State: New Jersey, Total Pop: 94549, County: Cape May County, Income: 62332, Poverty: 10.6
Entry(1787): State: New Jersey, Total Pop: 125717, County: Hunterdon County, Income: 110969, Poverty: 4.5
Entry(1788): State: New Jersey, Total Pop: 589699, County: Ocean County, Income: 65771, Poverty: 10.9
Entry(1789): State: New Jersey, Total Pop: 557320, County: Union County, Income: 73376, Poverty: 10.3
Entry(1790): State: New Jersey, Total Pop: 272926, County: Atlantic County, Income: 57514, Poverty: 15.3
Entry(1791): State: New Jersey, Total Pop: 154952, County: Cumberland County, Income: 50000, Poverty: 18.8
Entry(1792): State: New Jersey, Total Pop: 373362, County: Mercer County, Income: 77027, Poverty: 11.3
Entry(1793): State: New Jersey, Total Pop: 510563, County: Passaic County, Income: 63339, Poverty: 17.0
Entry(1794): State: New Jersey, Total Pop: 107088, County: Warren County, Income: 75500, Poverty: 8.2
Entry(1795): State: New Mexico, Total Pop: 674855, County: Bernalillo County, Income: 50386, Poverty: 18.0
Entry(1796): State: New Mexico, Total Pop: 50283, County: Curry County, Income: 41941, Poverty: 22.5
Entry(1797): State: New Mexico, Total Pop: 4426, County: Guadalupe County, Income: 26060, Poverty: 13.0
Entry(1798): State: New Mexico, Total Pop: 18031, County: Los Alamos County, Income: 110190, Poverty: 5.1
Entry(1799): State: New Mexico, Total Pop: 8447, County: Quay County, Income: 26663, Poverty: 21.6
Entry(1800): State: New Mexico, Total Pop: 28203, County: San Miguel County, Income: 29168, Poverty: 30.9
Entry(1801): State: New Mexico, Total Pop: 15534, County: Torrance County, Income: 35543, Poverty: 27.1
Entry(1802): State: New Mexico, Total Pop: 3547, County: Catron County, Income: 42047, Poverty: 21.5
Entry(1803): State: New Mexico, Total Pop: 2016, County: De Baca County, Income: 31439, Poverty: 22.7
Entry(1804): State: New Mexico, Total Pop: 546, County: Harding County, Income: 35096, Poverty: 19.8
Entry(1805): State: New Mexico, Total Pop: 24319, County: Luna County, Income: 27602, Poverty: 31.8
Entry(1806): State: New Mexico, Total Pop: 39455, County: Rio Arriba County, Income: 33422, Poverty: 26.4
Entry(1807): State: New Mexico, Total Pop: 147514, County: Santa Fe County, Income: 57945, Poverty: 14.4
Entry(1808): State: New Mexico, Total Pop: 4216, County: Union County, Income: 38240, Poverty: 14.2
Entry(1809): State: New Mexico, Total Pop: 65454, County: Chaves County, Income: 42177, Poverty: 21.2
Entry(1810): State: New Mexico, Total Pop: 213849, County: Doña Ana County, Income: 39114, Poverty: 27.9
Entry(1811): State: New Mexico, Total Pop: 4446, County: Hidalgo County, Income: 31829, Poverty: 26.0
Entry(1812): State: New Mexico, Total Pop: 72849, County: McKinley County, Income: 30336, Poverty: 37.5
Entry(1813): State: New Mexico, Total Pop: 19313, County: Roosevelt County, Income: 35928, Poverty: 27.5
Entry(1814): State: New Mexico, Total Pop: 11254, County: Sierra County, Income: 29690, Poverty: 21.2
Entry(1815): State: New Mexico, Total Pop: 75845, County: Valencia County, Income: 43428, Poverty: 22.0
Entry(1816): State: New Mexico, Total Pop: 27049, County: Cibola County, Income: 36089, Poverty: 28.5
Entry(1817): State: New Mexico, Total Pop: 56793, County: Eddy County, Income: 60703, Poverty: 14.6
Entry(1818): State: New Mexico, Total Pop: 69505, County: Lea County, Income: 59285, Poverty: 16.1
Entry(1819): State: New Mexico, Total Pop: 4605, County: Mora County, Income: 26644, Poverty: 20.3
Entry(1820): State: New Mexico, Total Pop: 138815, County: Sandoval County, Income: 60345, Poverty: 14.7
Entry(1821): State: New Mexico, Total Pop: 17098, County: Socorro County, Income: 34008, Poverty: 26.6
Entry(1822): State: New Mexico, Total Pop: 12522, County: Colfax County, Income: 33042, Poverty: 23.5
Entry(1823): State: New Mexico, Total Pop: 28382, County: Grant County, Income: 40470, Poverty: 22.0
Entry(1824): State: New Mexico, Total Pop: 19497, County: Lincoln County, Income: 42145, Poverty: 15.4
Entry(1825): State: New Mexico, Total Pop: 65130, County: Otero County, Income: 43533, Poverty: 21.4
Entry(1826): State: New Mexico, Total Pop: 128221, County: San Juan County, Income: 49686, Poverty: 20.8
Entry(1827): State: New Mexico, Total Pop: 32809, County: Taos County, Income: 35314, Poverty: 21.3
Entry(1828): State: New York, Total Pop: 1455846, County: Bronx County, Income: 36593, Poverty: 29.7
Entry(1829): State: New York, Total Pop: 86883, County: Chemung County, Income: 51251, Poverty: 15.8
Entry(1830): State: New York, Total Pop: 45950, County: Delaware County, Income: 47921, Poverty: 16.5
Entry(1831): State: New York, Total Pop: 53955, County: Fulton County, Income: 48033, Poverty: 16.0
Entry(1832): State: New York, Total Pop: 116567, County: Jefferson County, Income: 50322, Poverty: 14.8
Entry(1833): State: New York, Total Pop: 748680, County: Monroe County, Income: 55272, Poverty: 14.8
Entry(1834): State: New York, Total Pop: 232324, County: Oneida County, Income: 51316, Poverty: 16.6
Entry(1835): State: New York, Total Pop: 119833, County: Oswego County, Income: 51755, Poverty: 18.3
Entry(1836): State: New York, Total Pop: 475948, County: Richmond County, Income: 76244, Poverty: 12.9
Entry(1837): State: New York, Total Pop: 31611, County: Schoharie County, Income: 51842, Poverty: 13.9
Entry(1838): State: New York, Total Pop: 75783, County: Sullivan County, Income: 53877, Poverty: 15.9
Entry(1839): State: New York, Total Pop: 62183, County: Washington County, Income: 52527, Poverty: 12.8
Entry(1840): State: New York, Total Pop: 196124, County: Broome County, Income: 49064, Poverty: 17.1
Entry(1841): State: New York, Total Pop: 48763, County: Chenango County, Income: 48567, Poverty: 14.5
Entry(1842): State: New York, Total Pop: 295685, County: Dutchess County, Income: 75585, Poverty: 9.1
Entry(1843): State: New York, Total Pop: 58537, County: Genesee County, Income: 54033, Poverty: 12.8
Entry(1844): State: New York, Total Pop: 2635121, County: Kings County, Income: 52782, Poverty: 21.9
Entry(1845): State: New York, Total Pop: 49500, County: Montgomery County, Income: 47449, Poverty: 19.6
Entry(1846): State: New York, Total Pop: 467669, County: Onondaga County, Income: 57271, Poverty: 14.9
Entry(1847): State: New York, Total Pop: 60750, County: Otsego County, Income: 51254, Poverty: 16.1
Entry(1848): State: New York, Total Pop: 325027, County: Rockland County, Income: 88571, Poverty: 14.2
Entry(1849): State: New York, Total Pop: 18112, County: Schuyler County, Income: 47810, Poverty: 15.3
Entry(1850): State: New York, Total Pop: 49322, County: Tioga County, Income: 57153, Poverty: 11.2
Entry(1851): State: New York, Total Pop: 91442, County: Wayne County, Income: 53693, Poverty: 11.7
Entry(1852): State: New York, Total Pop: 78175, County: Cattaraugus County, Income: 45571, Poverty: 16.9
Entry(1853): State: New York, Total Pop: 81224, County: Clinton County, Income: 52759, Poverty: 15.7
Entry(1854): State: New York, Total Pop: 923995, County: Erie County, Income: 54006, Poverty: 14.9
Entry(1855): State: New York, Total Pop: 47791, County: Greene County, Income: 53214, Poverty: 12.4
Entry(1856): State: New York, Total Pop: 26845, County: Lewis County, Income: 51475, Poverty: 14.2
Entry(1857): State: New York, Total Pop: 1363069, County: Nassau County, Income: 105744, Poverty: 5.9
Entry(1858): State: New York, Total Pop: 109491, County: Ontario County, Income: 61710, Poverty: 9.7
Entry(1859): State: New York, Total Pop: 99464, County: Putnam County, Income: 99608, Poverty: 4.8
Entry(1860): State: New York, Total Pop: 110817, County: St. Lawrence County, Income: 48330, Poverty: 19.4
Entry(1861): State: New York, Total Pop: 34843, County: Seneca County, Income: 51601, Poverty: 11.8
Entry(1862): State: New York, Total Pop: 104415, County: Tompkins County, Income: 56200, Poverty: 20.4
Entry(1863): State: New York, Total Pop: 975321, County: Westchester County, Income: 89968, Poverty: 9.4
Entry(1864): State: New York, Total Pop: 308580, County: Albany County, Income: 62293, Poverty: 12.4
Entry(1865): State: New York, Total Pop: 78319, County: Cayuga County, Income: 54664, Poverty: 11.6
Entry(1866): State: New York, Total Pop: 61481, County: Columbia County, Income: 61093, Poverty: 11.4
Entry(1867): State: New York, Total Pop: 38233, County: Essex County, Income: 55294, Poverty: 8.9
Entry(1868): State: New York, Total Pop: 4646, County: Hamilton County, Income: 55587, Poverty: 9.7
Entry(1869): State: New York, Total Pop: 64373, County: Livingston County, Income: 53654, Poverty: 14.6
Entry(1870): State: New York, Total Pop: 1653877, County: New York County, Income: 79781, Poverty: 17.3
Entry(1871): State: New York, Total Pop: 378174, County: Orange County, Income: 75146, Poverty: 12.2
Entry(1872): State: New York, Total Pop: 2339280, County: Queens County, Income: 62008, Poverty: 13.7
Entry(1873): State: New York, Total Pop: 226632, County: Saratoga County, Income: 77548, Poverty: 6.6
Entry(1874): State: New York, Total Pop: 97539, County: Steuben County, Income: 50157, Poverty: 14.5
Entry(1875): State: New York, Total Pop: 180129, County: Ulster County, Income: 61652, Poverty: 13.2
Entry(1876): State: New York, Total Pop: 40886, County: Wyoming County, Income: 55459, Poverty: 11.4
Entry(1877): State: New York, Total Pop: 47400, County: Allegany County, Income: 45359, Poverty: 16.5
Entry(1878): State: New York, Total Pop: 130846, County: Chautauqua County, Income: 44304, Poverty: 18.5
Entry(1879): State: New York, Total Pop: 48334, County: Cortland County, Income: 52451, Poverty: 14.7
Entry(1880): State: New York, Total Pop: 51054, County: Franklin County, Income: 50733, Poverty: 19.4
Entry(1881): State: New York, Total Pop: 62943, County: Herkimer County, Income: 49077, Poverty: 14.9
Entry(1882): State: New York, Total Pop: 71760, County: Madison County, Income: 58365, Poverty: 11.1
Entry(1883): State: New York, Total Pop: 212675, County: Niagara County, Income: 51656, Poverty: 13.4
Entry(1884): State: New York, Total Pop: 41584, County: Orleans County, Income: 49223, Poverty: 15.9
Entry(1885): State: New York, Total Pop: 159800, County: Rensselaer County, Income: 63166, Poverty: 12.6
Entry(1886): State: New York, Total Pop: 155239, County: Schenectady County, Income: 61315, Poverty: 12.4
Entry(1887): State: New York, Total Pop: 1497595, County: Suffolk County, Income: 92838, Poverty: 7.2
Entry(1888): State: New York, Total Pop: 64701, County: Warren County, Income: 60222, Poverty: 9.9
Entry(1889): State: New York, Total Pop: 25083, County: Yates County, Income: 51758, Poverty: 13.1
Entry(1890): State: North Carolina, Total Pop: 157844, County: Alamance County, Income: 44281, Poverty: 17.6
Entry(1891): State: North Carolina, Total Pop: 17535, County: Avery County, Income: 37109, Poverty: 14.7
Entry(1892): State: North Carolina, Total Pop: 252268, County: Buncombe County, Income: 48464, Poverty: 13.2
Entry(1893): State: North Carolina, Total Pop: 68699, County: Carteret County, Income: 51584, Poverty: 12.5
Entry(1894): State: North Carolina, Total Pop: 14370, County: Chowan County, Income: 41979, Poverty: 22.8
Entry(1895): State: North Carolina, Total Pop: 332766, County: Cumberland County, Income: 44737, Poverty: 18.2
Entry(1896): State: North Carolina, Total Pop: 59350, County: Duplin County, Income: 36679, Poverty: 26.3
Entry(1897): State: North Carolina, Total Pop: 214049, County: Gaston County, Income: 46626, Poverty: 16.5
Entry(1898): State: North Carolina, Total Pop: 517197, County: Guilford County, Income: 49253, Poverty: 16.7
Entry(1899): State: North Carolina, Total Pop: 24262, County: Hertford County, Income: 35806, Poverty: 23.3
Entry(1900): State: North Carolina, Total Pop: 186308, County: Johnston County, Income: 54610, Poverty: 14.5
Entry(1901): State: North Carolina, Total Pop: 45069, County: McDowell County, Income: 38776, Poverty: 19.3
Entry(1902): State: North Carolina, Total Pop: 15155, County: Mitchell County, Income: 42534, Poverty: 15.4
Entry(1903): State: North Carolina, Total Pop: 20426, County: Northampton County, Income: 33508, Poverty: 25.4
Entry(1904): State: North Carolina, Total Pop: 57630, County: Pender County, Income: 49357, Poverty: 15.8
Entry(1905): State: North Carolina, Total Pop: 142827, County: Randolph County, Income: 43598, Poverty: 16.7
Entry(1906): State: North Carolina, Total Pop: 66523, County: Rutherford County, Income: 38573, Poverty: 19.6
Entry(1907): State: North Carolina, Total Pop: 72315, County: Surry County, Income: 39071, Poverty: 17.6
Entry(1908): State: North Carolina, Total Pop: 44420, County: Vance County, Income: 35246, Poverty: 23.0
Entry(1909): State: North Carolina, Total Pop: 124496, County: Wayne County, Income: 41766, Poverty: 21.2
Entry(1910): State: North Carolina, Total Pop: 37159, County: Alexander County, Income: 44523, Poverty: 14.7
Entry(1911): State: North Carolina, Total Pop: 47316, County: Beaufort County, Income: 41101, Poverty: 19.1
Entry(1912): State: North Carolina, Total Pop: 88898, County: Burke County, Income: 40854, Poverty: 19.3
Entry(1913): State: North Carolina, Total Pop: 22833, County: Caswell County, Income: 39428, Poverty: 21.3
Entry(1914): State: North Carolina, Total Pop: 10753, County: Clay County, Income: 37070, Poverty: 17.5
Entry(1915): State: North Carolina, Total Pop: 25247, County: Currituck County, Income: 65758, Poverty: 9.1
Entry(1916): State: North Carolina, Total Pop: 300865, County: Durham County, Income: 56393, Poverty: 16.4
Entry(1917): State: North Carolina, Total Pop: 11601, County: Gates County, Income: 52481, Poverty: 12.4
Entry(1918): State: North Carolina, Total Pop: 52300, County: Halifax County, Income: 33573, Poverty: 26.8
Entry(1919): State: North Carolina, Total Pop: 52571, County: Hoke County, Income: 45713, Poverty: 21.9
Entry(1920): State: North Carolina, Total Pop: 9776, County: Jones County, Income: 37256, Poverty: 26.4
Entry(1921): State: North Carolina, Total Pop: 34160, County: Macon County, Income: 40659, Poverty: 17.7
Entry(1922): State: North Carolina, Total Pop: 27445, County: Montgomery County, Income: 38254, Poverty: 20.9
Entry(1923): State: North Carolina, Total Pop: 192685, County: Onslow County, Income: 48162, Poverty: 14.1
Entry(1924): State: North Carolina, Total Pop: 13506, County: Perquimans County, Income: 44039, Poverty: 18.8
Entry(1925): State: North Carolina, Total Pop: 45447, County: Richmond County, Income: 33607, Poverty: 26.1
Entry(1926): State: North Carolina, Total Pop: 63664, County: Sampson County, Income: 37765, Poverty: 24.3
Entry(1927): State: North Carolina, Total Pop: 14208, County: Swain County, Income: 35271, Poverty: 20.9
Entry(1928): State: North Carolina, Total Pop: 1023811, County: Wake County, Income: 73577, Poverty: 10.1
Entry(1929): State: North Carolina, Total Pop: 68525, County: Wilkes County, Income: 37173, Poverty: 20.9
Entry(1930): State: North Carolina, Total Pop: 10935, County: Alleghany County, Income: 38944, Poverty: 21.0
Entry(1931): State: North Carolina, Total Pop: 19913, County: Bertie County, Income: 31287, Poverty: 22.0
Entry(1932): State: North Carolina, Total Pop: 196716, County: Cabarrus County, Income: 60716, Poverty: 11.5
Entry(1933): State: North Carolina, Total Pop: 156182, County: Catawba County, Income: 48649, Poverty: 14.2
Entry(1934): State: North Carolina, Total Pop: 97038, County: Cleveland County, Income: 40002, Poverty: 19.9
Entry(1935): State: North Carolina, Total Pop: 35412, County: Dare County, Income: 55640, Poverty: 8.9
Entry(1936): State: North Carolina, Total Pop: 54032, County: Edgecombe County, Income: 32929, Poverty: 24.6
Entry(1937): State: North Carolina, Total Pop: 8607, County: Graham County, Income: 36030, Poverty: 19.0
Entry(1938): State: North Carolina, Total Pop: 128753, County: Harnett County, Income: 50323, Poverty: 18.0
Entry(1939): State: North Carolina, Total Pop: 5507, County: Hyde County, Income: 40532, Poverty: 20.3
Entry(1940): State: North Carolina, Total Pop: 59805, County: Lee County, Income: 49272, Poverty: 17.5
Entry(1941): State: North Carolina, Total Pop: 21347, County: Madison County, Income: 40563, Poverty: 17.8
Entry(1942): State: North Carolina, Total Pop: 94191, County: Moore County, Income: 54468, Poverty: 13.3
Entry(1943): State: North Carolina, Total Pop: 141812, County: Orange County, Income: 65522, Poverty: 14.0
Entry(1944): State: North Carolina, Total Pop: 39240, County: Person County, Income: 44921, Poverty: 18.1
Entry(1945): State: North Carolina, Total Pop: 134187, County: Robeson County, Income: 32407, Poverty: 29.2
Entry(1946): State: North Carolina, Total Pop: 35445, County: Scotland County, Income: 32739, Poverty: 29.8
Entry(1947): State: North Carolina, Total Pop: 33291, County: Transylvania County, Income: 44559, Poverty: 15.5
Entry(1948): State: North Carolina, Total Pop: 20190, County: Warren County, Income: 35443, Poverty: 22.3
Entry(1949): State: North Carolina, Total Pop: 81379, County: Wilson County, Income: 42095, Poverty: 20.6
Entry(1950): State: North Carolina, Total Pop: 25531, County: Anson County, Income: 38123, Poverty: 22.7
Entry(1951): State: North Carolina, Total Pop: 34130, County: Bladen County, Income: 32396, Poverty: 24.5
Entry(1952): State: North Carolina, Total Pop: 81805, County: Caldwell County, Income: 40735, Poverty: 16.4
Entry(1953): State: North Carolina, Total Pop: 68364, County: Chatham County, Income: 59684, Poverty: 13.3
Entry(1954): State: North Carolina, Total Pop: 56589, County: Columbus County, Income: 36261, Poverty: 23.6
Entry(1955): State: North Carolina, Total Pop: 164118, County: Davidson County, Income: 45806, Poverty: 15.8
Entry(1956): State: North Carolina, Total Pop: 368362, County: Forsyth County, Income: 48369, Poverty: 18.7
Entry(1957): State: North Carolina, Total Pop: 58503, County: Granville County, Income: 52089, Poverty: 14.3
Entry(1958): State: North Carolina, Total Pop: 59854, County: Haywood County, Income: 45538, Poverty: 16.6
Entry(1959): State: North Carolina, Total Pop: 169798, County: Iredell County, Income: 55957, Poverty: 12.7
Entry(1960): State: North Carolina, Total Pop: 57934, County: Lenoir County, Income: 37515, Poverty: 22.3
Entry(1961): State: North Carolina, Total Pop: 23227, County: Martin County, Income: 35969, Poverty: 19.2
Entry(1962): State: North Carolina, Total Pop: 94125, County: Nash County, Income: 46187, Poverty: 15.9
Entry(1963): State: North Carolina, Total Pop: 12803, County: Pamlico County, Income: 45211, Poverty: 15.1
Entry(1964): State: North Carolina, Total Pop: 176484, County: Pitt County, Income: 43526, Poverty: 24.3
Entry(1965): State: North Carolina, Total Pop: 91566, County: Rockingham County, Income: 41700, Poverty: 18.5
Entry(1966): State: North Carolina, Total Pop: 60875, County: Stanly County, Income: 46017, Poverty: 15.7
Entry(1967): State: North Carolina, Total Pop: 4090, County: Tyrrell County, Income: 32411, Poverty: 26.8
Entry(1968): State: North Carolina, Total Pop: 12331, County: Washington County, Income: 34557, Poverty: 24.1
Entry(1969): State: North Carolina, Total Pop: 37825, County: Yadkin County, Income: 41126, Poverty: 17.3
Entry(1970): State: North Carolina, Total Pop: 26833, County: Ashe County, Income: 40293, Poverty: 19.4
Entry(1971): State: North Carolina, Total Pop: 122586, County: Brunswick County, Income: 51164, Poverty: 14.1
Entry(1972): State: North Carolina, Total Pop: 10336, County: Camden County, Income: 68327, Poverty: 9.0
Entry(1973): State: North Carolina, Total Pop: 27463, County: Cherokee County, Income: 38115, Poverty: 16.8
Entry(1974): State: North Carolina, Total Pop: 103374, County: Craven County, Income: 49391, Poverty: 15.4
